a (0.1968503937007874, 0.20816326530612245, 0.8031496062992126, 0.7918367346938775)
about (0.011811023622047244, 0.012244897959183673, 0.9881889763779528, 0.9877551020408163)
above (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
absolute (0.003937007874015748, 0.0, 0.9960629921259843, 1.0)
absolutely (0.011811023622047244, 0.004081632653061225, 0.9881889763779528, 0.9959183673469387)
accomodate (0.003937007874015748, 0.0, 0.9960629921259843, 1.0)
across (0.003937007874015748, 0.0, 0.9960629921259843, 1.0)
actually (0.003937007874015748, 0.004081632653061225, 0.9960629921259843, 0.9959183673469387)
added (0.003937007874015748, 0.0, 0.9960629921259843, 1.0)
after (0.003937007874015748, 0.012244897959183673, 0.9960629921259843, 0.9877551020408163)
afternoon (0.003937007874015748, 0.0, 0.9960629921259843, 1.0)
again (0.015748031496062992, 0.02040816326530612, 0.984251968503937, 0.9795918367346939)
ago (0.003937007874015748, 0.004081632653061225, 0.9960629921259843, 0.9959183673469387)
ahead (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
airport (0.003937007874015748, 0.0, 0.9960629921259843, 1.0)
albondigas (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
all (0.03937007874015748, 0.0326530612244898, 0.9606299212598425, 0.9673469387755103)
allergy (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
almonds (0.003937007874015748, 0.0, 0.9960629921259843, 1.0)
almost (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
alone (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
also (0.027559055118110236, 0.0163265306122449, 0.9724409448818898, 0.9836734693877551)
although (0.0, 0.00816326530612245, 1.0, 0.9918367346938776)
always (0.027559055118110236, 0.00816326530612245, 0.9724409448818898, 0.9918367346938776)
am (0.003937007874015748, 0.00816326530612245, 0.9960629921259843, 0.9918367346938776)
amazing (0.03543307086614173, 0.00816326530612245, 0.9645669291338582, 0.9918367346938776)
ambiance (0.011811023622047244, 0.00816326530612245, 0.9881889763779528, 0.9918367346938776)
ambience (0.007874015748031496, 0.0, 0.9921259842519685, 1.0)
amount (0.003937007874015748, 0.004081632653061225, 0.9960629921259843, 0.9959183673469387)
an (0.051181102362204724, 0.0163265306122449, 0.9488188976377953, 0.9836734693877551)
and (0.40551181102362205, 0.3020408163265306, 0.594488188976378, 0.6979591836734694)
angry (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
another (0.003937007874015748, 0.0, 0.9960629921259843, 1.0)
anticipated (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
any (0.011811023622047244, 0.012244897959183673, 0.9881889763779528, 0.9877551020408163)
anything (0.003937007874015748, 0.004081632653061225, 0.9960629921259843, 0.9959183673469387)
anytime (0.0, 0.012244897959183673, 1.0, 0.9877551020408163)
anyway (0.003937007874015748, 0.004081632653061225, 0.9960629921259843, 0.9959183673469387)
apologize (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
app (0.003937007874015748, 0.0, 0.9960629921259843, 1.0)
appalling (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
appetizers (0.003937007874015748, 0.0, 0.9960629921259843, 1.0)
apple (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
approval (0.003937007874015748, 0.0, 0.9960629921259843, 1.0)
are (0.08661417322834646, 0.04897959183673469, 0.9133858267716536, 0.9510204081632653)
area (0.007874015748031496, 0.004081632653061225, 0.9921259842519685, 0.9959183673469387)
arent (0.0, 0.00816326530612245, 1.0, 0.9918367346938776)
aria (0.003937007874015748, 0.0, 0.9960629921259843, 1.0)
around (0.003937007874015748, 0.012244897959183673, 0.9960629921259843, 0.9877551020408163)
arrives (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
arriving (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
as (0.027559055118110236, 0.04897959183673469, 0.9724409448818898, 0.9510204081632653)
ask (0.003937007874015748, 0.004081632653061225, 0.9960629921259843, 0.9959183673469387)
asked (0.0, 0.012244897959183673, 1.0, 0.9877551020408163)
at (0.027559055118110236, 0.10204081632653061, 0.9724409448818898, 0.8979591836734694)
ate (0.003937007874015748, 0.004081632653061225, 0.9960629921259843, 0.9959183673469387)
atmosphere (0.015748031496062992, 0.0, 0.984251968503937, 1.0)
atrocious (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
attack (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
attention (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
attentive (0.011811023622047244, 0.0, 0.9881889763779528, 1.0)
attitudes (0.0, 0.00816326530612245, 1.0, 0.9918367346938776)
auju (0.003937007874015748, 0.0, 0.9960629921259843, 1.0)
authentic (0.011811023622047244, 0.004081632653061225, 0.9881889763779528, 0.9959183673469387)
average (0.0, 0.012244897959183673, 1.0, 0.9877551020408163)
avocado (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
avoid (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
avoided (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
away (0.003937007874015748, 0.0, 0.9960629921259843, 1.0)
awesome (0.023622047244094488, 0.0, 0.9763779527559056, 1.0)
awful (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
awkward (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
az (0.003937007874015748, 0.0, 0.9960629921259843, 1.0)
baba (0.003937007874015748, 0.0, 0.9960629921259843, 1.0)
baby (0.003937007874015748, 0.0, 0.9960629921259843, 1.0)
back (0.03937007874015748, 0.06938775510204082, 0.9606299212598425, 0.9306122448979591)
bacon (0.007874015748031496, 0.0, 0.9921259842519685, 1.0)
bad (0.0, 0.02857142857142857, 1.0, 0.9714285714285714)
bagels (0.003937007874015748, 0.004081632653061225, 0.9960629921259843, 0.9959183673469387)
bakery (0.003937007874015748, 0.004081632653061225, 0.9960629921259843, 0.9959183673469387)
baklava (0.003937007874015748, 0.0, 0.9960629921259843, 1.0)
bamboo (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
bank (0.003937007874015748, 0.0, 0.9960629921259843, 1.0)
bar (0.007874015748031496, 0.0, 0.9921259842519685, 1.0)
barely (0.0, 0.00816326530612245, 1.0, 0.9918367346938776)
bargain (0.003937007874015748, 0.0, 0.9960629921259843, 1.0)
bartender (0.003937007874015748, 0.0, 0.9960629921259843, 1.0)
based (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
basically (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
batch (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
bathroom (0.0, 0.004081632653061225, 1.0, 0.9959183673469387)
bathrooms (0.003937007874015748, 0.0, 0.9960629921259843, 1.0)
bay (0.003937007874015748, 0.004081632653061225, 0.9960629921259843, 0.9959183673469387)
